0.5,up,tap,0
1,down,tap,0
1.5,left,tap,0
2,right,tap,0
2.5,up,tap,0
3,down,tap,0
3.5,left,tap,0
4,right,tap,0
4.5,up,tap,0
5,down,long,1.5
7,left,tap,0
7.5,right,tap,0
8,up,tap,0
8.5,down,tap,0
9,left,tap,0
9.5,right,tap,0
10,up,tap,0
10.5,down,tap,0
11,left,tap,0
11.5,right,long,1.5
13.5,up,tap,0
14,down,tap,0
14.5,left,tap,0
15,right,tap,0
15.5,up,tap,0
16,down,tap,0
16.5,left,tap,0
17,right,tap,0
17.5,up,tap,0
18,down,long,1.5
20,left,tap,0
20.5,right,tap,0
21,up,tap,0
21.5,down,tap,0
22,left,tap,0
22.5,right,tap,0
23,up,tap,0
23.5,down,tap,0
24,left,tap,0
24.5,right,long,1.5
26.5,up,tap,0
27,down,tap,0
27.5,left,tap,0
28,right,tap,0
28.5,up,tap,0
29,down,tap,0
29.5,left,tap,0
30,right,tap,0
30.5,up,tap,0
31,down,long,1.5
33,left,tap,0
33.5,right,tap,0
34,up,tap,0
34.5,down,tap,0
35,left,tap,0
35.5,right,tap,0
36,up,tap,0
36.5,down,tap,0
37,left,tap,0
37.5,right,long,1.5
39.5,up,tap,0
40,down,tap,0
40.5,left,tap,0
41,right,tap,0
41.5,up,tap,0
42,down,tap,0
42.5,left,tap,0
43,right,tap,0
43.5,up,tap,0
44,down,long,1.5
46,left,tap,0
46.5,right,tap,0
47,up,tap,0
47.5,down,tap,0
48,left,tap,0
48.5,right,tap,0
49,up,tap,0
49.5,down,tap,0
50,left,tap,0
50.5,right,long,1.5
