1,up,tap,0
1.5,left,tap,0
2,down,tap,0
2.5,right,tap,0
3,up,tap,0
3.5,left,tap,0
4,down,tap,0
4.5,right,tap,0
5,up,long,2
5.5,left,tap,0
6,down,tap,0
6.5,right,tap,0
7,up,tap,0
7.5,left,tap,0
8,down,tap,0
8.5,right,tap,0
9,left,tap,0
9.5,left,tap,0
10,down,long,2
10.5,right,tap,0
11,up,tap,0
11.5,left,long,2
12,down,tap,0
12.5,right,tap,0
13,up,long,2
13.5,left,tap,0
14,down,tap,0
14.5,right,tap,0
15,up,long,2
15.5,left,tap,0
16,down,tap,0
16.5,right,tap,0
17,up,tap,0
17.5,left,tap,0
18,down,tap,0
18.5,right,tap,0
19,up,tap,0
19.5,left,tap,0
20,down,long,2
20.5,right,tap,0
21,up,tap,0
21.5,left,tap,0
22,down,tap,0
22.5,right,tap,0
23,up,long,2
23.5,left,tap,0
24,down,tap,0
24.5,right,tap,0
25,up,long,2
25.5,left,tap,0
26,down,tap,0
26.5,right,tap,0
27,up,tap,0
27.5,left,tap,0
28,down,long,2
28.5,right,tap,0
29,up,tap,0
29.5,left,tap,0
30,down,tap,0
30.5,right,tap,0
31,up,tap,0
31.5,left,tap,0
32,down,tap,0
32.5,right,tap,0
33,up,long,2
33.5,left,tap,0
34,down,tap,0
34.5,right,tap,0
35,up,long,2
35.5,left,tap,0
36,down,tap,0
36.5,right,tap,0
37,up,tap,0
37.5,left,tap,0
38,down,tap,0
38.5,right,tap,0
39,up,tap,0
39.5,left,tap,0
40,down,long,2
40.5,right,tap,0
41,up,tap,0
41.5,left,long,2
42,down,tap,0
42.5,right,tap,0
43,up,long,2
43.5,left,tap,0
44,down,tap,0
44.5,right,tap,0
45,up,long,2
45.5,left,tap,0
46,down,tap,0
46.5,right,tap,0
47,up,tap,0
47.5,left,tap,0
48,down,long,2
48.5,right,tap,0
49,up,tap,0
49.5,left,tap,0
50,down,long,2
50.5,right,tap,0
51,up,tap,0
51.5,left,tap,0
52,down,tap,0
52.5,right,tap,0
53,up,long,2
53.5,left,tap,0
54,down,tap,0
54.5,right,tap,0
55,up,long,2
56,left,tap,0
57,right,tap,0
58,up,tap,0
59,left,tap,0
60,down,long,2
